Βίβλος	[The] book
μὴ	Not
χάριν	thankful
τῷ	to the
δούλῳ	servant
ὅτι	because
ἐποίησεν	he did
τὰ	the things
διαταχθέντα;	having been commanded?
οὕτως	Thus
ὑμεῖς,	you,
καὶ	also
ὅταν	when
ποιήσητε	you may have done
πάντα	all
τὰ	the [things]
διαταχθέντα	having been commanded
ὑμῖν,	you,
λέγετε	say
ὅτι	-,
ἐσμεν,	are we;
ἀχρεῖοί	unworthy
‘Δοῦλοι	Servants
πεποιήκαμεν.	we have done.
ὃ	that which
ὠφείλομεν	we were bound
ποιῆσαι	to do,
Καὶ	And
ἐγένετο	it came to pass
ἐν	in
τῷ	the
πορεύεσθαι	going up
εἰς	to
Ἰερουσαλὴμ,	Jerusalem
καὶ	that
αὐτὸς	He
διήρχετο	was passing
διὰ	through
μέσον	[the] midst
Σαμαρείας	of Samaria
καὶ	and
Γαλιλαίας.	Galilee.
καὶ	And
αὐτοῦ	of Him
εἰσερχομένου	on entering
εἴς	into
τινα	a certain
κώμην	village,
[αὐτῷ]	Him
ἀπήντησαν	met
δέκα	ten
λεπροὶ	leprous
ἄνδρες,	men,
οἳ	who
ἔστησαν	stood
πόρρωθεν,	afar off.
καὶ	And
αὐτοὶ	they
ἦραν	lifted up
φωνὴν	[their] voice,
λέγοντες	saying,
“Ἰησοῦ	Jesus,
Ἐπιστάτα,	Master,
ἐλέησον	have compassion on
ἡμᾶς.	us.
Καὶ	And
ἰδὼν	having seen [them],
εἶπεν	He said
αὐτοῖς	to them,
“Πορευθέντες	Having gone,
ἐπιδείξατε	show
ἑαυτοὺς	yourselves
τοῖς	to the
ἱερεῦσιν.	priests.
καὶ	And
ἐγένετο	it came to pass
ἐν	in
αὐτοὺς	them,
τῷ	the
ὑπάγειν	going
ἐκαθαρίσθησαν.	they were cleansed.
δὲ	then
Εἷς	One
ἐξ	of
αὐτῶν,	them,
ἰδὼν	having seen
ὅτι	that
ἰάθη,	he was healed,
ὑπέστρεψεν	turned back,
δοξάζων	glorifying
τὸν	-
Θεόν,	God,
μετὰ	with
μεγάλης	loud
φωνῆς	a voice
καὶ	and
ἔπεσεν	he fell
ἐπὶ	on
πρόσωπον	[his] face
παρὰ	at
αὐτοῦ	of Him,
τοὺς	the
πόδας	feet
εὐχαριστῶν	giving thanks
αὐτῷ·	to Him;
καὶ	and
αὐτὸς	he
ἦν	was
Σαμαρίτης.	a Samaritan.
“Οὐχὶ*	Not
οἱ	the
δέκα	ten
ἐκαθαρίσθησαν;	were cleansed?
δὲ	then,
ὁ	-
Ἰησοῦς	Jesus
Ἀποκριθεὶς	Having answered
εἶπεν	said,
ποῦ;	are where?
δὲ	But
οἱ	-
ἐννέα	the nine
εὑρέθησαν	was there found
οὐχ	None
εἰ	if
μὴ	not
οὗτος;	this?
ὁ	the
ἀλλογενὴς	foreigner
ὑποστρέψαντες	having returned
δοῦναι	to give
δόξαν	glory
τῷ	-
Θεῷ	to God,
καὶ	And
εἶπεν	He said
αὐτῷ	to him,
“Ἀναστὰς	Having risen up
πορεύου·	go forth;
σου	of you
ἡ	the
πίστις	faith
σέσωκέν	has cured
σε.”	you!”
δὲ	now
Ἐπερωτηθεὶς	Having been asked
ὑπὸ	by
τῶν	the
Φαρισαίων	Pharisees
πότε	when
ἡ	the
βασιλεία	kingdom
τοῦ	-
Θεοῦ,	of God,
ἔρχεται	is coming
ἀπεκρίθη	He answered
αὐτοῖς	them
καὶ	and
εἶπεν	said,
ἡ	the
βασιλεία	kingdom
τοῦ	-
Θεοῦ	of God
“Οὐκ	Not
ἔρχεται	comes
μετὰ	with
παρατηρήσεως,	careful observation,
οὐδὲ	nor
ἐροῦσιν	will they say,
‘Ἰδοὺ	Behold
ὧδε	here,
ἤ	or
‘Ἐκεῖ·	There.
γὰρ	for,
ἰδοὺ	Behold
ἡ	the
βασιλεία	kingdom
τοῦ	-
Θεοῦ	of God
ἐστιν.”	is.”
ὑμῶν	of you
ἐντὸς	in the midst
δὲ	then
Εἶπεν	He said
πρὸς	to
τοὺς	the
μαθητάς	disciples,
ἡμέραι	days
“Ἐλεύσονται	Will come
ὅτε	when
ἐπιθυμήσετε	you will desire
ἰδεῖν	to see,
μίαν	one
τῶν	of the
ἡμερῶν	days
τοῦ	of the
Υἱοῦ	Son
τοῦ	-
ἀνθρώπου	of Man
καὶ	and
οὐκ	not
ὄψεσθε.	you will see [it].
καὶ	And
ἐροῦσιν	they will say
ὑμῖν	to you,
‘Ἰδοὺ	Behold
ἐκεῖ,	there,
[ἤ]	or
‘Ἰδοὺ	Behold
ὧδε·	here.
μὴ	Not
ἀπέλθητε	go forth
μηδὲ	nor
διώξητε.	follow.
γὰρ	for
ὥσπερ	As
ἡ	the
ἀστραπὴ	lightning
ἀστράπτουσα	flashing
λάμπει,	shines,
ὑπὸ	of
τὸν	the
οὐρανὸν	sky
ἐκ	from
τῆς	the [one end]
εἰς	to
τὴν	the [other end]
ὑπ’	of the
οὐρανὸν	sky
οὕτως	thus
ἔσται	will be
ὁ	the
Υἱὸς	Son
τοῦ	-
ἀνθρώπου	of Man
ἐν	in
αὐτοῦ.	of Him.
τῇ	the
ἡμέρᾳ	day
δὲ	however
πρῶτον	First
αὐτὸν	Him
δεῖ	it behooves
παθεῖν	to suffer,
πολλὰ	many things
καὶ	and
ἀποδοκιμασθῆναι	to be rejected
ἀπὸ	by
ταύτης.	this.
τῆς	the
γενεᾶς	generation
Καὶ	And
καθὼς	as
ἐγένετο	it came to pass
ἐν	in
ταῖς	the
ἡμέραις	days
Νῶε,	of Noah,
οὕτως	thus
καὶ	also
ἔσται	will it be
ἐν	in
ταῖς	the
ἡμέραις	days
τοῦ	of the
Υἱοῦ	Son
τοῦ	of
ἀνθρώπου·	man:
ἤσθιον,	They were eating,
ἔπινον,	they were drinking,
ἐγάμουν,	they were marrying,
ἐγαμίζοντο,	they were being given in marriage,
ἄχρι	until
ἧς	that
ἡμέρας	day
Νῶε	Noah
εἰσῆλθεν	entered
εἰς	into
τὴν	the
κιβωτόν,	ark,
καὶ	and
ὁ	the
κατακλυσμὸς	flood
ἦλθεν	came
καὶ	and
ἀπώλεσεν	destroyed
πάντας.	all.
ἐγένετο	it came to pass
Ὁμοίως	Likewise,
καθὼς	as
ἐν	in
ταῖς	the
ἡμέραις	days
Λώτ·	of Lot,
ἤσθιον,	they were eating,
ἔπινον,	they were drinking,
ἠγόραζον,	they were buying,
ἐπώλουν,	they were selling,
ἐφύτευον,	they were planting,
ᾠκοδόμουν·	they were building;
δὲ	then
ᾗ	in that
ἡμέρᾳ	day
Λὼτ	Lot
ἐξῆλθεν	went out
ἀπὸ	from
Σοδόμων,	Sodom,
πῦρ	fire
καὶ	and
θεῖον	brimstone
ἔβρεξεν	it rained
ἀπ’	from
οὐρανοῦ	heaven
καὶ	and
ἀπώλεσεν	destroyed
πάντας.	all.
ἔσται	will it be
Κατὰ	According
τὰ	-
αὐτὰ	to these
ᾗ	in that
ἡμέρᾳ	day
ὁ	the
Υἱὸς	Son
τοῦ	-
ἀνθρώπου	of Man
ἀποκαλύπτεται.	is revealed.
ἐν	In
ἐκείνῃ	that
τῇ	-
ἡμέρᾳ	day,
μὴ	not
ὃς	the [one who]
ἔσται	will be
ἐπὶ	on
τοῦ	the
δώματος	housetop,
καταβάτω	let him come down
καὶ	and
ἆραι	to take away
αὐτά,	them;
αὐτοῦ	of him
τὰ	the
σκεύη	goods
ἐν	in
τῇ	the
οἰκίᾳ,	house,
καὶ	and
ὁμοίως	likewise
μὴ	not
ὁ	the [one]
ἐν	in
ἀγρῷ	[the] field,
ἐπιστρεψάτω	let him return
εἰς	to
τὰ	the things
ὀπίσω.	behind.
μνημονεύετε	Remember
Λώτ.	of Lot!
τῆς	the
γυναικὸς	wife
ὃς	Whoever
ἐὰν	if
ζητήσῃ	may seek
περιποιήσασθαι,	to save,
αὐτοῦ	of him
τὴν	the
ψυχὴν	life
ἀπολέσει	will lose
αὐτήν,	it;
δ’*	also
ὃς	whoever
ἂν	-
ἀπολέσῃ*,	will lose [it],
ζωογονήσει	will preserve
αὐτήν.	it.
λέγω	I say
ὑμῖν,	to you,
ταύτῃ	in that
τῇ	-
νυκτὶ	night
δύο	two
ἔσονται	there will be
ἐπὶ	upon
μιᾶς,	one:
κλίνης	bed
ὁ	The
εἷς	one
παραλημφθήσεται	will be taken,
καὶ	and
ὁ	the
ἕτερος	other
ἀφεθήσεται·	will be left.
δύο	two [women]
ἔσονται	There will be
ἀλήθουσαι	grinding
ἐπὶ	at
τὸ	the
αὐτό,	same [place]:
ἡ	The
μία	one
παραλημφθήσεται	will be taken,
δὲ	and
ἡ	-
ἑτέρα	the other
ἀφεθήσεται.”	will be left.”
{δύο	Two
ἔσονται	will be
ἐν	in
τῷ	the
ἀγρῷ·	field;
ὁ	the
εἷς	one
παραληφθήσεται,	will be taken,
καὶ	and
ὁ	the
ἕτερος	other
ἀφεθήσεται}.	will be left.
“Ποῦ,	Where,
Κύριε;	Lord?
Καὶ	And
ἀποκριθέντες	answering,
λέγουσιν	they say
αὐτῷ	to Him,
δὲ	And
Ὁ	-
εἶπεν	He said
αὐτοῖς	to them,
“Ὅπου	Where
τὸ	the
σῶμα,	body [is],
ἐκεῖ	there
καὶ	also
οἱ	the
ἀετοὶ	vultures
ἐπισυναχθήσονται.	will be gathered together.
δὲ	then
Ἔλεγεν	He was speaking
αὐτοῖς	to them
παραβολὴν	a parable
πρὸς	about
τὸ	the [way]
αὐτοὺς	them
δεῖν	it behooves
προσεύχεσθαι	to pray
πάντοτε	always
καὶ	and
μὴ	not
ἐνκακεῖν,	to lose heart,
λέγων	saying,
ἔν	in
τινι	a certain
πόλει	city,
ἦν	there was
τις	certain
“Κριτής	A judge
μὴ	not
φοβούμενος	fearing
τὸν	-
Θεὸν	God
καὶ	and
μὴ	not
ἐντρεπόμενος.	respecting.
ἄνθρωπον	man
δὲ	then
ἦν	there was
χήρα	A widow
ἐν	in
ἐκείνῃ,	that,
τῇ	the
πόλει	city
καὶ	and
ἤρχετο	she was coming
λέγουσα	saying,
πρὸς	to
αὐτὸν	him,
‘Ἐκδίκησόν	Avenge
με	me
ἀπὸ	of
μου.	of me.
τοῦ	the
ἀντιδίκου	adversary
Καὶ	And
ἐπὶ	for
χρόνον·	a time;
οὐκ	not
ἤθελεν	he would
δὲ	however
μετὰ	afterward
ταῦτα ⇔	he
εἶπεν	said
ἐν	within
ἑαυτῷ	himself,
καὶ	even
‘Εἰ	If
οὐ	not
φοβοῦμαι	I fear,
τὸν	-
Θεὸν	God
οὐδὲ	nor
ἐντρέπομαι,	respect,
ἄνθρωπον	man
γε	yet
διά	because
ταύτην	this,
τὴν	the
χήραν	widow
τὸ	-
παρέχειν	causes
μοι	me
κόπον	trouble
ἐκδικήσω	I will avenge
αὐτήν,	her,
ἵνα	so that
μὴ	not
ὑπωπιάζῃ	she exhaust
με.	me.
εἰς	to
τέλος	end
ἐρχομένη	coming,
δὲ	then
ὁ	the
Κύριος	Lord,
Εἶπεν	Said
“Ἀκούσατε	Hear
τί	what
λέγει·	says.
ὁ	the
τῆς	-
ἀδικίας	unrighteous
κριτὴς	judge
δὲ	And
οὐ	no
μὴ	not
ὁ	-
Θεὸς	God
ποιήσῃ	shall execute
τὴν	the
ἐκδίκησιν	avenging
αὐτοῦ	of Him,
τῶν	of the
ἐκλεκτῶν	elect
τῶν	the [ones]
βοώντων	crying out
αὐτῷ	to Him
ἡμέρας	day
καὶ	and
νυκτός,	night,
καὶ	and
μακροθυμεῖ	be deferring
ἐπ’	in regard to
αὐτοῖς;	them?
λέγω	I say
ὑμῖν	to you
ὅτι	that
ποιήσει	He will execute
ἐν	in
τάχει.	quickness.
τὴν	the
ἐκδίκησιν	avenging
αὐτῶν	of them
πλὴν	Nevertheless,
ὁ	the
Υἱὸς	Son
τοῦ	-
ἀνθρώπου	of Man
ἐλθὼν	having come,
εὑρήσει	will He find
ἆρα	indeed
τὴν	-
πίστιν	faith
ἐπὶ	on
τῆς	the
γῆς;	earth?
δὲ	now
πρός	to
τινας	some
τοὺς	-
πεποιθότας	trusting
ἐφ’	in
ἑαυτοῖς	themselves
ὅτι	that
εἰσὶν	they are
δίκαιοι	righteous,
καὶ	and
ἐξουθενοῦντας	despising
τοὺς	the
λοιποὺς	others,
καὶ	also
Εἶπεν	He spoke
ταύτην.	this:
τὴν	the
παραβολὴν	parable
δύο	two
“Ἄνθρωποι	Men
ἀνέβησαν	went up
εἰς	into
τὸ	the
ἱερὸν	temple
προσεύξασθαι,	to pray,
ὁ	the
εἷς	one
Φαρισαῖος	a Pharisee,
καὶ	and
ὁ	the
ἕτερος	other
τελώνης.	a tax collector.
ὁ	The
Φαρισαῖος	Pharisee,
σταθεὶς	having stood,
ταῦτα ⇔	thus
«πρὸς	toward
ἑαυτὸν»	himself
προσηύχετο	was praying,
Ὁ	-
‘Θεός,	God,
εὐχαριστῶ	I thank
σοι	You
ὅτι	that
εἰμὶ	I am
οὐκ	not
ὥσπερ	like
οἱ	the
λοιποὶ	rest
τῶν	of the
ἀνθρώπων,	men —
ἅρπαγες,	swindlers,
ἄδικοι,	unrighteous,
μοιχοί,	adulterers —
ἢ	or
καὶ	even
ὡς	like
οὗτος	this
ὁ	-
τελώνης·	tax collector.
νηστεύω	I fast
δὶς	twice
τοῦ	in the
σαββάτου,	week;
ἀποδεκατῶ	I tithe
πάντα	all things,
ὅσα	as many as
κτῶμαι.	I gain.
δὲ	But
Ὁ	-
τελώνης	the tax collector,
ἑστὼς	standing,
μακρόθεν	afar off
οὐκ	not
ἤθελεν	was willing
οὐδὲ	not even
ἐπᾶραι	to lift up
τοὺς	the
ὀφθαλμοὺς	eyes
εἰς	to
τὸν	-
οὐρανόν,	heaven,
ἀλλ’	but
ἔτυπτεν	was striking
αὐτοῦ	of himself,
τὸ	the
στῆθος	breast
λέγων	saying
Ὁ	-,
‘Θεός,	God,
ἱλάσθητί	be merciful
μοι	to me,
τῷ	the
ἁμαρτωλῷ.	sinner!
λέγω	I say
ὑμῖν,	to you,
οὗτος	this one
παρ’	rather than
ἐκεῖνον·	that.
κατέβη	went down
εἰς	to
αὐτοῦ	of him,
τὸν	the
οἶκον	house
δεδικαιωμένος	justified
ὅτι	For
πᾶς	everyone
ὁ	-
ὑψῶν	exalting
ἑαυτὸν	himself
ταπεινωθήσεται,	will be humbled;
δὲ	however
ὁ	the [one]
ταπεινῶν	humbling
ἑαυτὸν	himself
ὑψωθήσεται.	will be exalted.
δὲ	then
Προσέφερον	They were bringing
καὶ	also
τὰ	the
βρέφη	infants,
αὐτῷ	to Him
ἵνα	that
ἅπτηται·	He might touch;
αὐτῶν	them
δὲ	however,
οἱ	the
μαθηταὶ	disciples
ἰδόντες	having seen
ἐπετίμων	were rebuking
αὐτοῖς.	them.
δὲ	But
Ὁ	-
Ἰησοῦς	Jesus,
προσεκαλέσατο	having called to [Him]
αὐτὰ	them,
λέγων	said,
“Ἄφετε	Permit
τὰ	the
παιδία	little children
ἔρχεσθαι	to come
πρός	to
με	Me,
καὶ	and
μὴ	not
κωλύετε	do forbid
αὐτά·	them;
γὰρ	for
ἡ	the
βασιλεία	kingdom
τοῦ	-
Θεοῦ.	of God.
ἐστὶν	is
τῶν	of the
τοιούτων	such
ἀμὴν	Truly
λέγω	I say
ὑμῖν,	to you,
ἂν	-
ὃς	whoever
μὴ	not
δέξηται	shall receive
τὴν	the
βασιλείαν	kingdom
τοῦ	-
Θεοῦ	of God
ὡς	as
παιδίον,	a child,
οὐ	no
μὴ	not
εἰσέλθῃ	shall enter
εἰς	into
αὐτήν.	it.
Καὶ	And
τις	a certain
ἄρχων	ruler,
ἐπηρώτησέν	asked
αὐτὸν	Him
λέγων	saying,
ἀγαθέ,	good,
“Διδάσκαλε	Teacher
τί	what
ποιήσας	having done,
κληρονομήσω;	will I inherit?
αἰώνιον	eternal
ζωὴν	life
“Τί	Why
λέγεις	call you
με	Me
ἀγαθόν;	good?
δὲ	then
ὁ	-
Ἰησοῦς	Jesus,
Εἶπεν	Said
αὐτῷ	to him
οὐδεὶς	No one [is]
ἀγαθὸς	good,
εἰ	if
μὴ	not
ὁ	-
Θεός.	God.
εἷς	alone
οἶδας	You know:
τὰς	The
ἐντολὰς	commandments
‘Μὴ	Not
μοιχεύσῃς,	shall you commit adultery,
Μὴ	not
φονεύσῃς,	shall you murder,
Μὴ	not
κλέψῃς,	shall you steal,
Μὴ	not
ψευδομαρτυρήσῃς,	shall you bear false witness,
Τίμα	you shall honor
σου	of you
τὸν	the
πατέρα	father
καὶ	and
τὴν	the
μητέρα.’	mother.’
πάντα	all
“Ταῦτα	These
ἐφύλαξα	have I kept
ἐκ	from
‹μου›.	of me.
νεότητος	[the] youth
δὲ	And
Ὁ	-
εἶπεν	he said,
δὲ	then,
Ἀκούσας	Having heard
ὁ	-
Ἰησοῦς	Jesus
εἶπεν	said
αὐτῷ	to him,
σοι	to you
“Ἔτι	Yet
λείπει·	is lacking:
ἕν	one thing
πώλησον	sell,
πάντα	All,
ὅσα	as much as
ἔχεις	you have,
καὶ	and
διάδος	distribute
πτωχοῖς,	to [the] poor,
καὶ	and
ἕξεις	you will have
θησαυρὸν	treasure
ἐν	in
τοῖς	the
οὐρανοῖς,	heavens;
καὶ	and
δεῦρο	come,
ἀκολούθει	follow
μοι.	Me.
δὲ	And
Ὁ	-
ἀκούσας	having heard
ταῦτα	these things,
ἐγενήθη,	he became;
περίλυπος	very sorrowful
γὰρ	for
ἦν	he was
σφόδρα.	extremely.
πλούσιος	rich
δὲ	then
Ἰδὼν	Having seen
αὐτὸν	him,
γενόμενον]	became,
[περίλυπον	sorrowful
ὁ	-
Ἰησοῦς	Jesus
εἶπεν	saying,
“Πῶς	How
δυσκόλως	difficultly
οἱ	those
τὰ	-
ἔχοντες	having,
χρήματα	riches
εἰσπορεύονται·	shall enter.
εἰς	into
τὴν	the
βασιλείαν	kingdom
τοῦ	-
Θεοῦ	of God
γάρ	for
ἐστιν	it is
εὐκοπώτερον	Easier
κάμηλον	a camel
εἰσελθεῖν	to go,
διὰ	through
τρήματος	an eye
βελόνης	of a needle
ἢ	than
πλούσιον	a rich man
εἰσελθεῖν.	to enter.
εἰς	into
τὴν	the
βασιλείαν	kingdom
τοῦ	-
Θεοῦ	of God
δὲ	then
οἱ	those
ἀκούσαντες	having heard,
Εἶπαν	Said
τίς	who
“Καὶ	Then
δύναται	is able
σωθῆναι;	to be saved?
δὲ	But
Ὁ	-
εἶπεν	He said,
“Τὰ	The things
ἀδύνατα	impossible
παρὰ	with
ἀνθρώποις	men,
ἐστιν.	are.
δυνατὰ	possible
παρὰ	with
τῷ	-
Θεῷ	God
“Ἰδοὺ	Behold,
δὲ	then
ὁ	-
Εἶπεν	Said
Πέτρος	Peter,
ἡμεῖς	we
ἀφέντες	having left
τὰ	the
ἴδια	own,
ἠκολουθήσαμέν	followed
σοι.	You.
“Ἀμὴν	Truly
λέγω	I say
ὑμῖν	to you
δὲ	And
Ὁ	-
εἶπεν	He said
αὐτοῖς	to them,
ὅτι	that
ἐστιν	there is
οὐδείς	no one
ὃς	who
ἀφῆκεν	has left
οἰκίαν	house
ἢ	or
γυναῖκα	wife
ἢ	or
ἀδελφοὺς	brothers
ἢ	or
γονεῖς	parents
ἢ	or
τέκνα	children
ἕνεκεν	for the sake of
τῆς	the
βασιλείας	kingdom
τοῦ	-
Θεοῦ,	of God,
ὃς	who
οὐχὶ	no
μὴ	nothing
ἀπολάβῃ*	shall receive
πολλαπλασίονα	manifold more
ἐν	in
τούτῳ	this —
τῷ	the
καιρῷ	time
καὶ	and
ἐν	in
τῷ	the
αἰῶνι	age
τῷ	that
ἐρχομένῳ	is coming,
αἰώνιον.	eternal.
ζωὴν	life
δὲ	then
Παραλαβὼν	Having taken aside
τοὺς	the
δώδεκα	Twelve,
εἶπεν	He said
πρὸς	to
αὐτούς	them,
“Ἰδοὺ	Behold,
ἀναβαίνομεν	we go up
εἰς	to
Ἰερουσαλήμ,	Jerusalem,
καὶ	and
πάντα	all things
διὰ	by
τῶν	the
προφητῶν	prophets
τὰ	-
γεγραμμένα	having been written
τῷ	about the
Υἱῷ	Son
τοῦ	-
ἀνθρώπου·	of Man.
τελεσθήσεται	will be accomplished
γὰρ	for
παραδοθήσεται	He will be betrayed
τοῖς	to the
ἔθνεσιν	Gentiles,
καὶ	and
ἐμπαιχθήσεται	will be mocked,
καὶ	and
ὑβρισθήσεται	will be insulted,
καὶ	and
ἐμπτυσθήσεται,	will be spit upon.
καὶ	And
μαστιγώσαντες	having flogged [Him],
ἀποκτενοῦσιν	they will kill
αὐτόν,	Him;
καὶ	and
τῇ	on the
